documento,capitulo,articulo,contenido
admisiones,CAPÍTULO III,Artículo 28," El proceso de admisión puede ser de uno de los siguientes tres tipos:  a.	Admisión temprana. b.	Admisión regular. c.	Admisión tardía.  Las fechas límites para cada tipo de admisión, serán dadas a conocer oportunamente por la Dirección Nacional de Admisiones a través del Portal de Admisiones. "
admisiones,CAPÍTULO III,Artículo 29, La cuota del proceso de admisión para cada una de las fechas es dada a conocer oportunamente por la Dirección Nacional de Admisiones a través del Portal de Admisiones. La cuota dependerá de la fecha en la que el candidato inicie el proceso de acuerdo con lo estipulado en el artículo 26 de este reglamento. La cuota cubre todo el proceso de admisión y no es reembolsable en ningún caso. 
admisiones,CAPÍTULO III,Artículo 30," Para iniciar el proceso de admisión, el solicitante debe registrarse en el Portal de Admisiones a través de su cuenta de correo electrónico personal y una contrase- ña, para que le sea asignado un número de identificación. "
admisiones,CAPÍTULO III,Artículo 31," Los documentos requeridos en el proceso de admisión deben entregarse en la Dirección de Admisiones del campus de interés del solicitante. Estos documentos son los siguientes:  1.	Las dos últimas hojas de la solicitud de admisión. Estos documentos deben contar con la firma autógrafa del solicitante, de la persona que ejerce la patria potestad y del responsable del pago de colegiatura. 2.	Identificación oficial de la persona responsable del pago de colegiatura, de la persona que ejerce la patria potestad y del solicitante. 3.	Copia de constancia de documentos válidos para comprobar el promedio.    4.	Currículo en el que se mencionan los logros y competencias adicionales. 5.	Ensayo en el que se argumenta la motivación del solicitante para ingresar al Tecnológico de Monterrey. 6.	Cartas de recomendación. 7.	Entrevista y otros requisitos complementarios a solicitud del Comité de Admisión. 8.	Resultado en el examen de inglés autorizado por la Institución.  Los documentos incluidos en los incisos 4, 5 y 6 deben enviarse a través del sistema oficial del proceso de admisión y una vez enviados, éstos no podrán ser modificados. "
admisiones,CAPÍTULO III,Artículo 32," El resultado de admisión debe informarse al solicitante, en la fecha establecida y mediante el documento oficial emitido por la Vicerrectoría de Innovación Educativa y Normatividad Académica. "
admisiones,CAPÍTULO III,Artículo 33," Los solicitantes admitidos o con estatus de admisión especial del nivel profesional, deben aplicar la evaluación inicial para medir el dominio de conocimientos en una disciplina antes de llevar a cabo la “Planeación de su inscripción” y de acuerdo con los lineamientos establecidos para ello. "
admisiones,CAPÍTULO III,Artículo 34," Los solicitantes admitidos o con estatus de admisión especial que lleven a cabo su proceso de inscripción, adquieren la condición de alumnos con todos los derechos y obligaciones que establecen los reglamentos y disposiciones del Tecnológico de Monterrey.  El proceso de inscripción está compuesto por:  1.	Horario. 2.	Registro administrativo. 3.	Pago de colegiatura de acuerdo con los lineamientos establecidos para ello.                               "
admisiones,CAPÍTULO IV,Artículo 35," El proceso de admisión puede ser de uno de los siguientes dos tipos:  a.	Convenio: el estudiante proviene de una universidad extranjera con la que el Tecnológico de Monterrey tiene un acuerdo vigente de cooperación académica internacional. Su solicitud de participación está avalada por la institución de origen. i.	Intercambio: el estudiante cubre los costos de la colegiatura en la institución de origen. ii.	Study abroad con nominación: el estudiante cubre los costos de la colegiatura en el Tecnológico de Monterrey.  b.	Visitante internacional:  i.	Study abroad sin nominación: el estudiante proviene de una universidad extranjera con la que el Tecnológico de Monterrey tiene un acuerdo vigente de cooperación académica internacional. Su solicitud de participación no está avalada por la institución de origen. El estudiante cubre los costos de la colegiatura en el Tecnológico de Monterrey. ii.	Independiente de una universidad de prestigio: el estudiante proviene de una universidad extranjera que no cuenta con acuerdo de cooperación académica internacional con el Tecnológico de Monterrey. Sin embargo, la Dirección de Internacionalización considera que es una universidad de prestigio equiparable al Tecnológico de Monterrey con base en agencias acreditadoras o rankings como el QS World University Rankings®, entre otros. El estudiante cubre los costos de la colegiatura en el Tecnológico de Monterrey. iii.	Independiente: el estudiante proviene de una universidad extranjera que no cuenta con acuerdo de cooperación académica internacional con el Tecnológico de Monterrey. El estudiante cubre los costos de la colegiatura en el Tecnológico de Monterrey.   "
admisiones,CAPÍTULO IV,Artículo 36," Todos los alumnos deben registrarse en el portal de Study in Mexico, a través de su cuenta de correo electrónico personal y una contraseña, para que le sea asignado un número de folio. "
admisiones,CAPÍTULO IV,Artículo 37, Los requisitos de admisión para un solicitante de transferencia externa de convenio y de intercambio son los siguientes:  1.	Solicitud de Programas Internacionales del Tecnológico de Monterrey debidamente completada. 2.	Copia del pasaporte vigente. 3.	Carta de nominación de la universidad de origen. 4.	Si el estudiante internacional es menor de edad deberá entregar: a.	Carta responsiva firmada por el padre o tutor (quien ejerce la patria potestad). b.	Copia del pasaporte del padre o tutor que firma. 5.	Cualquier otro requisito que se establezca para el programa al cual se esté aplicando. 
admisiones,CAPÍTULO IV,Artículo 38, Los requisitos de admisión para un solicitante de transferencia externa de convenio y de study abroad son los siguientes:  1.	Solicitud de Programas Internacionales del Tecnológico de Monterrey debidamente completada. 2.	Copia del pasaporte vigente. 3.	Carta de nominación de la universidad de origen. 4.	Pago del porcentaje o la totalidad de la colegiatura establecida. 5.	Si el estudiante internacional es menor de edad deberá entregar: a.	Carta responsiva firmada por el padre o tutor (quien ejerce la patria potestad). b.	Copia del pasaporte del padre o tutor que firma. 6.	Cualquier otro requisito que se establezca para el programa al cual se esté aplicando. 
admisiones,CAPÍTULO IV,Artículo 39," Los requisitos de admisión para un solicitante de transferencia externa visitante internacional y de study abroad sin nominación o visitante internacional e independiente de una universidad de prestigio son los siguientes:    1.	Solicitud de Programas Internacionales del Tecnológico de Monterrey debidamente completada. 2.	Certificado total o parcial oficial de calificaciones expedida por la institución extranjera de origen con vigencia no mayor a 6 meses y donde se demuestre un promedio global acumulado, equivalente, de al menos 80/100 en la escala de calificaciones del Tecnológico de Monterrey. 3.	Copia del pasaporte vigente. 4.	Carta de recomendación de la universidad de origen. 5.	Pago del porcentaje o la totalidad de la colegiatura establecida. 6.	Pago de cuota del proceso de admisión. 7.	Si el estudiante internacional es menor de edad deberá entregar: a.	Carta responsiva firmada por el padre o tutor (quien ejerce la patria potestad). b.	Copia del pasaporte del padre o tutor que firma. "
admisiones,CAPÍTULO IV,Artículo 40," Los requisitos de admisión para un solicitante de transferencia externa visitante internacional e independiente son los siguientes:  1.	Solicitud de Programas Internacionales del Tecnológico de Monterrey debidamente completada. 2.	Certificado total o parcial oficial de calificaciones apostillada o legalizada expedida por la institución extranjera de origen con vigencia no mayor a 6 meses y donde se demuestre un promedio global acumulado, equivalente, de al menos 80/100 en la escala de calificaciones del Tecnológico de Monterrey. 3.	Constancia que especifique que cumplió con el proceso de admisión a su universidad y que es alumno inscrito, la cual deberá estar sellada y firmada. 4.	Copia del pasaporte vigente. 5.	Carta de recomendación de la universidad de origen. 6.	Pago del porcentaje o la totalidad de la colegiatura establecida. 7.	Pago de cuota del proceso de admisión. 8.	Si el estudiante internacional es menor de edad deberá entregar: a.	Carta responsiva firmada por el padre o tutor (quien ejerce la patria potestad). b.	Copia del pasaporte del padre o tutor que firma. 9.	Cualquier otro requisito que se establezca para el programa al cual se esté aplicando.   "
admisiones,CAPÍTULO IV,Artículo 41," La cuota del proceso de admisión, es dada a conocer oportunamente por la Vicerrectoría de Innovación Educativa y Normatividad Académica. El costo cubre todo el proceso de admisión y no es reembolsable en ningún caso. "
admisiones,CAPÍTULO IV,Artículo 42," Los solicitantes admitidos como alumnos de transferencia externa que lleven a cabo su proceso de inscripción, adquieren la condición de alumnos con todos los derechos y obligaciones que establecen los reglamentos y disposiciones del Tecnológico de Monterrey. "
admisiones,CAPÍTULO IV,Artículo 43," En el caso de los alumnos de transferencia externa que desean obtener un certificado de preparatoria, título profesional o grado académico del Tecnológico de Monterrey, deben cumplir con el proceso de admisión establecido.                               "
admisiones,CAPÍTULO V,Artículo 44, La Prueba de Aptitud Académica (PAA) puede aplicarse en cualquier campus o sede del Tecnológico de Monterrey. 
admisiones,CAPÍTULO V,Artículo 45," El resultado obtenido en la Prueba de Aptitud Académica (PAA) es válido para que el Comité de Admisión emita el dictamen, sólo si la prueba es aplicada por alguno de los campus o sedes del Tecnológico de Monterrey. "
admisiones,CAPÍTULO V,Artículo 46, La vigencia de la Prueba de Aptitud Académica (PAA) es de tres semestres consecutivos e inmediatos a partir del periodo en que solicitó admisión por primera vez. 
admisiones,CAPÍTULO V,Artículo 47," El Comité de Admisión es responsable de solicitar y autorizar nuevamente la aplicación de la prueba para cumplir con el proceso de admisión.  Cuando un solicitante requiera de una segunda o tercera aplicación para obtener un mayor puntaje que le favorezca en el trámite de un apoyo educativo, la Dirección de Admisiones del campus correspondiente será la entidad responsable de autorizarlo, considerando los lineamientos de la Prueba de Aptitud Académica (PAA). "
admisiones,CAPÍTULO V,Artículo 48," Un solicitante tiene como máximo tres oportunidades para presentar la Prueba de Aptitud Académica (PAA) para cada nivel académico, de acuerdo con lo siguiente:  a.	Una primera oportunidad en el momento seleccionado por el solicitante de acuerdo con el calendario de aplicación publicado por el campus. b.	Una segunda oportunidad considerando como mínimo un mes de diferencia entre la primera y la segunda aplicación.    c.	Una tercera oportunidad considerando como mínimo tres meses de diferencia entre la segunda y la tercera aplicación. "
admisiones,CAPÍTULO V,Artículo 49," Los resultados del examen Scholastic Aptitude Test (SAT), administrado por el College Board tiene una vigencia de dos años, a partir de la fecha de su aplicación. Para efecto de este reglamento el examen SAT debe ser vigente el primer día de clases del periodo al que solicita admisión. "
admisiones,CAPÍTULO V,Artículo 50," La evaluación inicial de inglés con el Cambridge English Placement Test (EUC) puede aplicarse en cualquier campus o sede del Tecnológico de Monterrey y su vigencia es de tres semestres consecutivos e inmediatos a partir del periodo en que solicitó admisión por primera vez, para efecto de este reglamento. "
admisiones,CAPÍTULO V,Artículo 51," Un solicitante tiene como máximo tres oportunidades para presentar la prueba institucional de inglés para admisión, el Cambridge English Placement Test (EUC) para cada nivel académico, de acuerdo con lo siguiente:  a.	Una primera oportunidad en el momento seleccionado por el solicitante de acuerdo con el calendario de aplicación publicado por el campus. b.	Una segunda oportunidad considerando como mínimo un mes de diferencia entre la primera y la segunda aplicación. c.	Una tercera oportunidad considerando como mínimo tres meses de diferencia entre la segunda y la tercera aplicación. "
admisiones,CAPÍTULO V,Artículo 52," Los programas con requisitos adicionales, cupo límite o criterios de admisión diferenciados son:  a.	PrepaTec, Multicultural. b.	PrepaTec, Internacional. c.	Programas académicos de nivel profesional que tengan autorización de ofrecerse con una o más de las siguientes condiciones: Criterios de admisión diferenciados, en su versión en inglés y con cupos límite. Estos programas se listan en el Anexo I. d.	Los programas declarados en el inciso anterior pueden realizar transferencias para alumnos de reingreso, siempre y cuando haya cupo    y se cumplan los requisitos diferenciados de admisión establecidos para los mismos. e.	Carreras profesionales con doble titulación, además de los requisitos de cada programa, cuando los dos programas se cursen al mismo tiempo, el solicitante debe cumplir con el requisito que corresponda a su situación: i.	Contar con un promedio mínimo de 85/100 en los estudios previos, cuando la solicitud de admisión sea a un programa de exploración. ii.	Contar con un promedio acumulado mínimo de 85/100 en su carrera primaria, cuando la solicitud de admisión a una carrera secundaria ocurra después de acreditar la etapa de exploración. "
admisiones,CAPÍTULO V,Artículo 53, Todo solicitante del área de Salud deberá elegir su programa académico desde el inicio de su proceso de admisión. 
admisiones,CAPÍTULO V,Artículo 54," Con el fin de asegurar una experiencia y calidad académica adecuada, para ciertos campus puede haber áreas de estudio con programas académicos que deben ser elegidos desde el inicio del proceso de admisión. Dichos programas se listan en el Anexo II. "
admisiones,CAPÍTULO V,Artículo 55," Para poder solicitar un cambio a programas en su versión en inglés es necesario cumplir, a más tardar el día límite establecido en los calendarios oficiales para cambios de programa o transferencias, con el nivel de inglés y/o promedio general acumulado requerido en dichos programas, adicionalmente si el programa tiene cupo limitado su admisión estará sujeta al cupo del campus receptor. "
admisiones,CAPÍTULO V,Artículo 56, Un alumno inscrito en un área de estudios o carrera profesional podrá solicitar cambio a la carrera de Medicina (MC). Los solicitantes deben cumplir los requisitos de admisión al programa y ser evaluados en el proceso de admisión selectiva por una única vez. 
admisiones,CAPÍTULO V,Artículo 57," En caso de que el solicitante para efecto de su admisión, haya entregado algún certificado de estudios u otro documento falso, o que contenga algún dato falso, se suspenderá de inmediato su proceso de admisión y su caso será turnado a un comité designado por la Vicerrectoría de Innovación Educativa y Normatividad    Académica para que lo analice. El comité revisará las evidencias y emitirá un dictamen inapelable sobre la viabilidad o no de que el alumno prosiga su proceso de admisión. En caso de que se hubiere detectado el uso de documentos falsos o que contengan datos falsos una vez admitido el alumno, igualmente se le podrá suspender en sus estudios mientras el comité realiza el análisis del caso, teniendo este la facultad de aplicar la sanción que estime pertinente, incluyendo la baja definitiva del alumno y la posibilidad de negarle su admisión futura a cualquier programa académico. Los documentos entregados en el proceso de admisión no serán devueltos y el Tecnológico de Monterrey, se reserva el derecho de entregarlos a la autoridad que estime competente para los efectos legales a que haya lugar. "
admisiones,CAPÍTULO V,Artículo 58," Todo solicitante, para efecto de su admisión, debe conducirse de manera congruente con los valores establecidos en la Visión, el Código de Ética y la cultura del Tecnológico de Monterrey. En caso de que el solicitante incurra en alguna falta, se le suspenderá de inmediato su proceso de admisión y su caso será turnado a un comité designado por la Vicerrectoría de Innovación Educativa y Normatividad Académica para que lo analice. El comité revisará las evidencias y emitirá un dictamen inapelable sobre la viabilidad o no de que el alumno prosiga su proceso de admisión. "
admisiones,CAPÍTULO V,Artículo 59, Los casos no previstos en este reglamento serán estudiados y resueltos por la Vicerrectoría de Innovación Educativa y Normatividad Académica.
becas,CAPÍTULO I,Artículo 1," Para llevar a cabo sus actividades académicas y formativas con los niveles de excelencia que lo caracterizan, el Tecnológico de Monterrey cuenta con programas de apoyos educativos para ayudar económicamente a los alumnos que tienen las habilidades necesarias para cursar exitosamente sus estudios y que cumplen con los requisitos establecidos en dichos programas. "
becas,CAPÍTULO I,Artículo 2," Para los efectos de este reglamento, se entenderá por:  Apoyo educativo: es el apoyo que el Tecnológico de Monterrey asigna a un alumno para cubrir los gastos relacionados con colegiaturas y cuenta con ciertas características. Los tipos de apoyo educativo son: beca, préstamo educativo y la combinación de ambos. Beca: es la exención del pago total o de un porcentaje de la colegiatura sin ningún compromiso de retribución posterior por parte del beneficiario. Becario: es la persona a quien se le ha concedido una beca. Cancelación de la beca: es la interrupción definitiva del apoyo, por causas diferentes a las de su terminación. Convocatoria: es el documento publicado en diversos medios de comunicación mediante el cual se dan a conocer las características específicas del concurso abierto, en el cual el público en general podrá participar para la obtención de las becas que otorga el Tecnológico de Monterrey. Asimismo, se señala el calendario particular para aplicar a cada una de ellas y los requisitos que deben cubrir los solicitantes interesados. Préstamo educativo: es un porcentaje de la colegiatura cuyo pago se difiere en los términos y condiciones que el Instituto determine. Franquicia: es el porcentaje de la colegiatura asignada como beca o préstamo educativo. Solicitante: es la persona que solicita una beca o préstamo educativo.   "
becas,CAPÍTULO I,Artículo 3," Este reglamento tiene como objetivo:  a.	Hacer más eficiente el proceso de solicitud, asignación y conservación de las becas y préstamos educativos para los alumnos que han sido admitidos y que solicitan o reciben algún tipo de apoyo. b.	Facilitar a los campus los procesos de solicitud, asignación, formalización, conservación, administración y transferencia de los programas de becas y préstamos educativos. c.	Regular y ejecutar los programas de becas y préstamos educativos, de conformidad con el presupuesto asignado para ese fin. d.	Establecer las bases, requisitos y procedimientos para el otorgamiento, conservación y cancelación de becas y préstamos educativos del Tecnológico de Monterrey.  Las políticas y normas aquí contenidas se refieren a los niveles de enseñanza de preparatoria y de profesional. "
becas,CAPÍTULO I,Artículo 4," Cuando en este reglamento se dé una denominación distinta a alguna unidad ad- ministrativa, entendiéndose por estas cualquier dirección, departamento o uni- dad de atención o servicio, establecida con anterioridad al inicio de la vigencia del mismo, los asuntos en trámites serán atendidos por la unidad administrativa con la nueva denominación. "
becas,CAPÍTULO I,Artículo 5, El proceso para el otorgamiento y conservación de becas y préstamos educativos del Tecnológico de Monterrey inicia con la convocatoria dirigida al público en general y en apego a los tiempos establecidos por el calendario administrativo vigente. 
becas,CAPÍTULO I,Artículo 6," La convocatoria que incluye los requisitos para participar, es publicada en el sitio oficial del Tecnológico de Monterrey en su sección de Admisiones y es difundida por medios electrónicos, impresos o de manera presencial. La asignación de becas se realiza en apego a criterios objetivos directamente relacionados con capacidades académicas, atléticas, artísticas, de liderazgo, creativas y de emprendimiento, del solicitante y en cumplimiento con las bases y procedimientos señalados en el presente reglamento.   18   "
becas,CAPÍTULO I,Artículo 7," La entidad responsable de la asignación de becas y préstamos educativos son los comités de apoyos educativos designados para dicho propósito, con el fin de asegurar el cumplimiento de la normativa establecida en este reglamento y que la asignación de dichos apoyos se realice de forma imparcial en cada campus considerando la situación particular de cada alumno.                                 "
becas,CAPÍTULO II,Artículo 8," El Tecnológico de Monterrey ofrece tres tipos de apoyos: beca, préstamo edu- cativo y la combinación de ambos.  Beca: es la exención del pago de un porcentaje de la colegiatura sin ningún compromiso de retribución posterior por parte del beneficiario. Cada programa de becas está orientado a un determinado perfil de alumno y tienen sus propias características, franquicias, requisitos de asignación y conservación de la beca. Préstamo educativo: es un porcentaje de la colegiatura cuyo pago se difiere en los términos y condiciones que el Instituto determine. Combinación de Beca y Préstamo Educativo: es la combinación de los dos apoyos anteriores. El compromiso para el beneficiario es el de retribuir lo recibido, correspondiente al porcentaje de préstamo educativo en los términos y condiciones que el Instituto determine.  El préstamo educativo no se puede otorgar a alumnos extranjeros, ni de manera individual ni en combinación con ninguna otra beca. "
becas,CAPÍTULO II,Artículo 9," Una vez que un alumno solicitante se ha hecho merecedor a una beca o préstamo educativo, los términos y las condiciones del mismo se establecerán en los documentos oficiales establecidos por la Institución para ese propósito. "
becas,CAPÍTULO II,Artículo 10," Una combinación de beca y préstamo educativo aplica, solamente, para alumnos del nivel de profesional. Para alumnos del nivel de preparatoria aplica solamente el otorgamiento de beca. "
becas,CAPÍTULO II,Artículo 11," Los programas de becas se clasifican de la siguiente manera:  a.	Socioeconómicas. Se ofrecen como una opción a estudiantes mexicanos que tienen la disposición y las habilidades necesarias para cursar exitosamente sus estudios en el Instituto, pero que no tienen suficientes    recursos económicos para cubrir los gastos inherentes. Este apoyo se otorgará con base en la situación económica familiar comprobada del solicitante. b.	Talento académico. Tienen como objetivo atraer a los alumnos con un alto desempeño académico para cursar sus estudios sin tomar en consideración la situación económica familiar o nacionalidad. Se convoca y se selecciona a los alumnos con los mejores promedios y resultados en su primera Prueba de Aptitud Académica. c.	Talento estudiantil. Se ofrecen como opción a los alumnos destacados por su notable desempeño a nivel estatal, nacional o internacional, en actividades artísticas, atléticas y de liderazgo de acuerdo con los perfiles establecidos para cada una de las actividades sin tomar en consideración la situación económica familiar o nacionalidad. d.	Talento emprendedor. Es un programa selectivo que tiene como objetivo impulsar a emprendedores que ya cuenten con proyectos creativos e innovadores de alto impacto para el país y el mundo, sin tomar en consideración la situación económica familiar o nacionalidad. e.	Líderes del mañana. Tiene el propósito de beneficiar a estudiantes mexicanos con alto desempeño académico, con sensibilidad social, que han demostrado habilidades de liderazgo y las habilidades necesarias para cursar exitosamente una carrera profesional en el Tecnológico de Monterrey, pero que no tienen suficientes recursos económicos para cubrir los gastos inherentes de colegiatura. f.	Fondos externos. Este tipo de becas de colegiatura se establecen a través de convenios con organismos externos, los recursos o donativos son administrados por el Tecnológico de Monterrey. Los requisitos de asignación y conservación de este tipo de becas podrán ser definidos por el organismo externo siempre que no contravenga los establecidos por el Tecnológico de Monterrey para sus programas de apoyo socioeconómico. Adicionalmente, a los alumnos beneficiados con este tipo de becas se les podrán otorgar apoyos económicos para sus gastos escolares y de manutención. g.	Socioeconómicas para alumnos extranjeros. Este programa otorga becas a estudiantes extranjeros que tienen las habilidades necesarias para cursar exitosamente una carrera profesional y no tienen recursos económicos suficientes para cubrir los gastos inherentes de colegiatura. h.	Talento Creativo. Es un programa selectivo que tiene como objetivo reconocer y apoyar a estudiantes que demuestren talento creativo destacado para potenciar sus competencias en las diferentes áreas creativas.   "
becas,CAPÍTULO II,Artículo 12," El porcentaje de colegiatura que deben cumplir los tipos de apoyos educativos a otorgar a un alumno solicitante son los siguientes:  a.	En el Programa de Becas Socioeconómicas para el nivel de profesional la combinación de beca y préstamo educativo puede ser, como máximo, del 80% de la colegiatura. En casos excepcionales, puede autorizarse hasta una combinación del 90% con base en criterios establecidos. El porcentaje de préstamo educativo no debe exceder al 25% de la colegiatura. En el nivel de preparatoria el porcentaje de beca no debe exceder al 40% y excepcionalmente hasta un 50% con base en los criterios establecidos. b.	En el Programa de Becas al Talento Académico el porcentaje de beca se debe otorgar de acuerdo con las franquicias establecidas en la convocatoria vigente, sin exceder el porcentaje máximo de cada convocatoria para cada uno de los niveles. Para los candidatos del nivel profesional, si la necesidad económica es mayor a la beca otorgada, puede ser complementado hasta con un 25% de préstamo educativo sin exceder el 90% de apoyo total, de acuerdo con los lineamientos previamente definidos. c.	En el Programa de Becas al Talento Estudiantil el porcentaje de beca no debe exceder el tabulador definido para cada área. En casos excepcionales el Director General del campus podrá decidir autorizar, por recomendación del Comité Nacional de Becas al Talento Estudiantil, una beca por actividades atléticas de un 100% de colegiatura con base en los criterios establecidos y autorizada por el Vicepresidente Regional. d.	En el Programa de Becas al Talento Emprendedor el porcentaje de beca no debe exceder al 70% de la colegiatura. Si la necesidad económica es mayor a la beca otorgada puede ser complementado hasta un 25% de préstamo educativo sin exceder el 90% del apoyo total, de acuerdo con los lineamientos previamente definidos. Este programa aplica solo para realizar estudios de nivel profesional. e.	En el Programa de Becas Líderes del Mañana el porcentaje de beca es del 100% de la colegiatura. Asimismo, incluye el pago de la cuota del seguro de gastos médicos mayores. Este programa aplica solo para realizar estudios de nivel profesional. f.	En el Programa de Becas de Fondos Externos el porcentaje de beca puede ser: a.	Hasta de 100% de fondos externos. b.	Una combinación de fondos externos y un porcentaje de apoyo otorgado por el Tecnológico de Monterrey. g.	En el Programa de Becas Socioeconómicas para Alumnos Extranjeros el porcentaje de beca no debe exceder al 40% y excepcionalmente hasta un 50% con base en los criterios establecidos. En este programa no se otorgan préstamos educativos.    h.	En el Programa de Becas al Talento Creativo el porcentaje de beca no debe exceder al 70% de la colegiatura. Si la necesidad económica es mayor a la beca otorgada puede ser complementado hasta con un 25% de préstamo educativo sin exceder el 90% de apoyo total, de acuerdo con los lineamientos previamente definidos. Este programa aplica para realizar estudios de nivel profesional solamente en las carreras definidas según se establece en el artículo correspondiente a los requisitos para solicitar esta beca.                               "
becas,CAPÍTULO III,Artículo 13, Cada campus cuenta con un presupuesto limitado para la asignación de becas y préstamos educativos a los alumnos que cumplan con las condiciones y requisitos establecidos. 
becas,CAPÍTULO III,Artículo 14," En cada campus los órganos colegiados responsables de la revisión y evaluación de las solicitudes de becas, así como la asignación de becas y préstamos educativos son los comités de los distintos programas de apoyo educativo. "
becas,CAPÍTULO III,Artículo 15," La entidad responsable de la asignación de Becas Líderes del Mañana es el Comité Nacional del Programa de Becas Líderes del Mañana, quien será la instancia responsable de asegurar una asignación imparcial a partir del análisis de cada una de las solicitudes presentadas. "
becas,CAPÍTULO III,Artículo 16," Los comités de apoyos educativos del campus se aseguran que las becas y préstamos educativos se otorguen de forma imparcial, tomando en cuenta las aptitudes académicas, atléticas, artísticas, de liderazgo, creativas y de emprendimiento de conformidad con los criterios establecidos en el presente reglamento. "
becas,CAPÍTULO III,Artículo 17," Los comités de apoyos educativos en cada uno de los campus estarán integrados por al menos cinco participantes, representando a las áreas académicas y administrativas o de asuntos estudiantiles según sea el caso. Entre sus funciones principales está la revisión, evaluación y dictamen de asignación de la beca o el préstamo educativo de cada solicitante.   "
becas,CAPÍTULO III,Artículo 18," Las combinaciones de porcentajes de beca y de préstamo educativo se otorgan con base en:  1.	La disponibilidad del presupuesto del campus en cada periodo académico. 2.	El cumplimiento de los criterios definidos en este reglamento para cada uno de los programas de becas y préstamos educativos.  Para el caso de la beca socioeconómica, las combinaciones de porcentaje de beca y préstamo educativo son establecidas por la Vicerrectoría de Innovación Educativa y Normatividad Académica. "
becas,CAPÍTULO III,Artículo 19," El Comité de Becas y Apoyos Educativos del campus dará a conocer el resultado de la solicitud de la beca o préstamo educativo a cada solicitante en el sistema oficial establecido para ese propósito, en la fecha límite del calendario oficial establecido por la Vicerrectoría de Innovación Educativa y Normatividad Académica, siempre que el solicitante sea un alumno admitido y cumpla con los requisitos establecidos. "
becas,CAPÍTULO III,Artículo 20, El Comité Nacional de Líderes del Mañana publicará en el sistema de registro los resultados de la convocatoria y solicitará a los campus ponerse en contacto con el estudiante para informarle el resultado de su solicitud. 
becas,CAPÍTULO III,Artículo 21," Para el otorgamiento de becas, los comités de apoyos educativos evaluarán la petición de apoyo de los solicitantes con base en los siguientes criterios, los cuales serán imparciales y directamente relacionados, según corresponda, con la capacidad académica del solicitante, así como con sus talentos atléticos, artísticos, de liderazgo, creativas y de emprendimiento:  1.	Programa de Becas Socioeconómicas: se otorga con recursos del campus y con base en la situación económica familiar comprobada del alumno solicitante. Dicha necesidad determina la franquicia de beca o préstamo educativo asignada. 2.	Programa de Becas al Talento Académico, Programa de Becas al Talento Estudiantil (actividades artísticas, atléticas y de liderazgo) Programa de Becas al Talento Emprendedor y Programa de Becas al Talento Creativo:    se otorgan con recursos del campus sin tomar en cuenta la necesidad económica del alumno solicitante. 3.	Programa de Becas Socioeconómicas para Alumnos Extranjeros: se otorgan con recursos del campus a los solicitantes de nacionalidad distinta a la mexicana tomando en cuenta la necesidad económica comprobada del alumno solicitante. Los solicitantes deben contar con la forma migratoria correspondiente y tener menos de 5 años viviendo en México. "
becas,CAPÍTULO III,Artículo 22," Un alumno de PrepaTec que ya tiene asignada una beca socioeconómica y desea continuar sus estudios profesionales en cualquier campus, su beca sigue siendo válida y ese porcentaje se convierte en la combinación de beca y préstamo educativo. Las condiciones requeridas son:  a.	Contar con un promedio acumulado mínimo de 85/100 en su certificado de estudios. b.	Firmar la carta de aceptación del apoyo en la fecha estipulada y cumplir los requisitos descritos en la misma. "
becas,CAPÍTULO III,Artículo 23," Un alumno de PrepaTec que ya tiene asignada una beca socioeconómica y desea continuar sus estudios profesionales en cualquier campus, puede solicitar un incremento del apoyo educativo para lo cual debe contar con un promedio acumulado mínimo de 85/100 en su certificado de estudios; requieren realizar una solicitud de apoyo educativo, la cual incluye realizar el pago de la cuota establecida para cubrir el costo administrativo del proceso. "
becas,CAPÍTULO III,Artículo 24," Los solicitantes egresados de PrepaTec, que ya tienen asignada una beca socioeconómica y desean continuar sus estudios profesionales en cualquier campus, deberán confirmar en las fechas definidas como exclusivas y preferenciales para alumnos de PrepaTec la aceptación de la beca y de las condiciones establecidas en el Artículo 22. Posterior a esa fecha, los alumnos podrán solicitar el apoyo, tomando en cuenta que el otorgamiento no estará garantizado, ya que estarán aplicando junto con alumnos externos y la asignación estará sujeta al presupuesto del campus. "
becas,CAPÍTULO III,Artículo 25," Una vez asignados los apoyos educativos (beca, préstamo educativo o combinación de ambos), el solicitante debe confirmar que acepta el apoyo    educativo otorgado mediante la realización del pago del anticipo de colegiatura, a más tardar, 5 días hábiles posteriores a la fecha del dictamen; de lo contrario, se dará por cancelado el apoyo asignado.  Los alumnos a los cuales se les ha asignado un porcentaje de préstamo educativo requieren realizar el proceso de formalización con base en los procedimientos definidos, de lo contrario el apoyo será cancelado. "
becas,CAPÍTULO III,Artículo 26," Las becas del programa al talento académico y las del programa al talento estudiantil asignadas en preparatoria no podrán ser renovadas automáticamente en profesional, aunque, un alumno puede solicitar nuevamente estos tipos de apoyos siguiendo los procesos establecidos. "
becas,CAPÍTULO III,Artículo 27, En condiciones especiales se podrá considerar la transferencia de un alumno beneficiado con una beca del Programa de Becas Líderes del Mañana a otro campus del Tecnológico de Monterrey. El alumno deberá dirigir una carta con exposición de motivos para que ambos campus tomen una decisión al respecto. Los gastos inherentes a la vivienda y alimentación de los alumnos que se transfieran no están considerados en la beca. 
